timestamp,latitude,longitude,altitude,mean_snr,sat_count,mean_elevation,roll,pitch,yaw,is_inclined
1725102825,18.5633962,73.833218,514.0,,0,,1.0,-36.0,5.0,1
1725102826,18.5633966,73.8332182,514.0,14.198148148148148,162,33.06172839506173,1.0,-36.0,5.0,1
1725102827,18.5633968,73.8332182,514.0,16.896470588235296,85,33.576470588235296,1.0,-36.0,5.0,1
1725102829,18.5633967,73.8332183,514.0,18.24712643678161,87,33.55172413793103,1.0,-36.0,5.0,1
1725102830,18.5633967,73.8332183,514.0,18.470454545454547,88,33.48863636363637,1.0,-36.0,5.0,1
1725102831,18.5633967,73.8332183,514.0,18.801136363636363,88,33.48863636363637,1.0,-36.0,5.0,1
1725102832,18.5633967,73.8332183,514.0,18.75681818181818,88,33.28409090909091,1.0,-36.0,5.0,1
1725102833,18.5633967,73.8332183,514.0,20.142045454545453,88,33.90909090909091,1.0,-36.0,5.0,1
1725102834,18.5633967,73.8332183,514.0,21.41,90,33.7,1.0,-36.0,5.0,1
1725102835,18.5633967,73.8332183,514.0,21.775555555555556,90,33.58888888888889,1.0,-36.0,5.0,1
1725102836,18.5633967,73.8332183,514.0,22.021978021978022,91,32.65934065934066,1.0,-36.0,5.0,1
1725102837,18.5633967,73.8332183,514.0,21.95054945054945,91,32.65934065934066,1.0,-36.0,5.0,1
1725102838,18.5633967,73.8332183,514.0,21.955319148936173,94,32.47872340425532,1.0,-36.0,5.0,1
1725102839,18.5633967,73.8332183,514.0,21.92736842105263,95,32.43157894736842,1.0,-36.0,5.0,1
1725102840,18.5633967,73.8332183,514.0,22.10842105263158,95,32.43157894736842,1.0,-36.0,5.0,1
1725102841,18.5633966667,73.8332183333,514.0,22.05894736842105,95,32.11578947368421,1.0,-36.0,5.0,1
1725102842,18.5633967,73.8332183,514.0,22.27052631578947,95,32.11578947368421,1.0,-36.0,5.0,1
1725102843,18.5633967,73.8332183,514.0,22.118947368421054,95,32.11578947368421,1.0,-36.0,5.0,1
1725102844,18.5633967,73.8332183,514.0,22.066666666666666,96,32.020833333333336,1.0,-36.0,5.0,1
1725102845,18.5633967,73.8332183,514.0,22.286458333333332,96,32.395833333333336,1.0,-36.0,5.0,1
1725102846,18.5633967,73.8332183,514.0,22.675257731958762,97,32.154639175257735,1.0,-36.0,5.0,1
1725102847,18.5633967,73.8332183,514.0,22.419587628865976,97,32.154639175257735,1.0,-36.0,5.0,1
1725102848,18.5633967,73.8332183,514.0,22.610416666666666,96,32.25,1.0,-36.0,5.0,1
1725102849,18.5633967,73.8332183,514.0,22.587500000000002,96,32.25,1.0,-36.0,5.0,1
1725102850,18.5633967,73.8332183,514.0,23.035051546391752,97,32.0,1.0,-36.0,5.0,1
1725102851,18.5633967,73.8332183,514.0,23.195876288659793,97,32.56701030927835,1.0,-36.0,4.0,1
1725102852,18.5633966667,73.8332183333,514.0,23.133673469387755,98,32.316326530612244,1.0,-36.0,4.0,1
1725102853,18.5633967,73.8332183,514.0,23.00408163265306,98,32.316326530612244,1.0,-36.0,5.0,1
1725102854,18.5633967,73.8332183,514.0,23.077551020408162,98,32.316326530612244,1.0,-36.0,5.0,1
1725102855,18.5634065,73.8332212,514.0,23.335714285714285,98,32.61224489795919,1.0,-36.0,4.0,1
1725102856,18.563408,73.8332216,513.9,23.368367346938776,98,32.61224489795919,1.0,-36.0,5.0,1
1725102857,18.5634083,73.8332217,514.0,23.097959183673467,98,32.61224489795919,1.0,-36.0,4.0,1
1725102858,18.5634083,73.8332217,514.0,23.341237113402062,97,32.71134020618557,1.0,-36.0,5.0,1
1725102859,18.5634083,73.8332217,514.0,23.419587628865976,97,32.71134020618557,1.0,-36.0,5.0,1
1725102860,18.5634083,73.8332217,514.0,24.383505154639174,97,32.71134020618557,1.0,-36.0,4.0,1
1725102861,18.5634083,73.8332217,514.0,24.432291666666668,96,32.739583333333336,1.0,-36.0,4.0,1
1725102862,18.5634083,73.8332217,514.0,24.395876288659796,97,32.48453608247423,1.0,-36.0,4.0,1
1725102863,18.5634083,73.8332217,514.0,24.330927835051547,97,32.50515463917526,1.0,-36.0,4.0,1
1725102864,18.5634083,73.8332217,514.0,24.20412371134021,97,31.804123711340207,1.0,-36.0,4.0,1
1725102865,18.5634083,73.8332217,514.0,24.465625,96,32.052083333333336,1.0,-36.0,4.0,1
1725102866,18.5634083,73.8332217,514.0,24.120833333333334,96,32.052083333333336,1.0,-36.0,4.0,1
1725102867,18.5634083,73.8332217,514.0,24.38865979381443,97,31.804123711340207,1.0,-36.0,4.0,1
1725102868,18.5634083,73.8332217,514.0,24.99896907216495,97,31.804123711340207,1.0,-36.0,4.0,1
1725102869,18.5634083,73.8332217,514.0,24.61855670103093,97,31.804123711340207,1.0,-36.0,4.0,1
1725102870,18.5634083,73.8332217,514.0,24.529896907216497,97,31.536082474226806,1.0,-36.0,4.0,1
1725102871,18.5634083,73.8332217,514.0,24.703125,96,31.78125,1.0,-36.0,4.0,1
1725102872,18.5634083,73.8332217,514.0,24.595876288659795,97,31.690721649484537,1.0,-36.0,4.0,1
1725102873,18.5634083,73.8332217,514.0,24.623711340206185,97,31.690721649484537,1.0,-36.0,4.0,1
1725102874,18.5634083,73.8332217,514.0,24.633673469387755,98,31.06122448979592,1.0,-36.0,4.0,1
1725102875,18.5634083,73.8332217,514.0,24.836734693877553,98,31.06122448979592,1.0,-36.0,4.0,1
1725102876,18.5634083,73.8332217,514.0,24.8765306122449,98,31.06122448979592,1.0,-36.0,4.0,1
1725102877,18.5634083,73.8332217,514.0,24.98144329896907,97,31.298969072164947,1.0,-36.0,4.0,1
1725102878,18.5634083,73.8332217,514.0,24.70612244897959,98,31.06122448979592,1.0,-36.0,4.0,1
1725102879,18.5634083,73.8332217,514.0,24.666326530612245,98,31.06122448979592,1.0,-36.0,4.0,1
1725102880,18.5634083,73.8332217,514.0,24.666326530612245,98,30.948979591836736,1.0,-36.0,4.0,1
1725102881,18.5634083,73.8332217,514.0,24.59591836734694,98,30.948979591836736,1.0,-36.0,4.0,1
1725102882,18.5634083,73.8332217,514.0,24.80918367346939,98,30.948979591836736,1.0,-36.0,4.0,1
1725102883,18.5634083,73.8332217,514.0,24.65959595959596,99,30.656565656565657,1.0,-36.0,4.0,1
1725102884,18.5634083,73.8332217,514.0,24.61111111111111,99,30.656565656565657,1.0,-36.0,4.0,1
1725102885,18.5634083,73.8332217,514.0,24.75050505050505,99,30.656565656565657,1.0,-36.0,4.0,1
1725102886,18.5634083,73.8332217,514.0,24.731313131313133,99,31.91919191919192,1.0,-36.0,4.0,1
1725102887,18.5634083,73.8332217,514.0,24.655555555555555,99,31.91919191919192,1.0,-36.0,4.0,1
1725102888,18.5634083,73.8332217,514.0,24.69090909090909,99,31.91919191919192,1.0,-36.0,4.0,1
1725102889,18.5634083,73.8332217,514.0,24.886868686868688,99,31.91919191919192,1.0,-36.0,4.0,1
