timestamp,latitude,longitude,altitude,mean_snr,sat_count,mean_elevation,mean_azimuth,roll,pitch,yaw,is_inclined
1723967415,18.5632385,73.8331762,507.0,,0,,,174.0,-87.0,346.0,0
1723967416,18.5632387,73.833172,507.1,,0,,,177.0,-87.0,349.0,0
1723967417,18.5632383,73.8331674,507.1,19.67209302325581,86,34.895348837209305,161.63953488372093,168.0,-88.0,340.0,0
1723967418,18.5632347,73.8331559,507.19999999999993,19.415116279069768,86,34.895348837209305,161.63953488372093,-179.0,-86.0,352.0,0
1723967419,18.5632325,73.833154,507.19999999999993,19.205813953488374,86,35.25581395348837,162.43023255813952,169.0,-87.0,341.0,0
1723967420,18.5632318,73.8331534,507.1,19.11279069767442,86,35.25581395348837,162.43023255813952,174.0,-87.0,347.0,0
1723967421,18.5632317,73.8331558,507.1,19.208045977011494,87,34.9080459770115,162.22988505747125,174.0,-87.0,346.0,0
1723967422,18.5632293,73.8331576,507.19999999999993,19.33953488372093,86,34.7906976744186,160.24418604651163,172.0,-87.0,344.0,0
1723967423,18.5632286,73.8331581,507.19999999999993,19.214117647058824,85,34.83529411764706,161.16470588235293,172.0,-87.0,344.0,0
1723967424,18.5632284,73.8331582,507.19999999999993,18.287209302325582,86,34.80232558139535,160.24418604651163,171.0,-87.0,344.0,0
1723967425,18.5632283,73.8331583,507.19999999999993,19.074418604651164,86,34.54651162790697,160.51162790697674,171.0,-87.0,344.0,0
1723967426,18.5632283,73.8331583,507.19999999999993,19.393023255813954,86,34.54651162790697,160.51162790697674,171.0,-87.0,344.0,0
1723967427,18.5632283,73.8331583,507.19999999999993,19.08139534883721,86,34.54651162790697,160.51162790697674,171.0,-87.0,344.0,0
1723967428,18.5632283,73.8331583,507.19999999999993,19.37093023255814,86,33.66279069767442,157.25581395348837,171.0,-87.0,343.0,0
1723967429,18.5632283,73.8331583,507.19999999999993,19.25,86,33.66279069767442,157.25581395348837,171.0,-87.0,343.0,0
1723967430,18.5632283,73.8331583,507.19999999999993,19.36627906976744,86,33.66279069767442,157.25581395348837,171.0,-87.0,344.0,0
1723967431,18.5632283,73.8331583,507.19999999999993,19.345977011494252,87,33.793103448275865,159.27586206896552,172.0,-87.0,344.0,0
1723967432,18.5632283,73.8331583,507.19999999999993,18.793023255813953,86,33.651162790697676,157.25581395348837,171.0,-87.0,343.0,0
1723967433,18.5632283,73.8331583,507.19999999999993,18.99186046511628,86,33.651162790697676,157.25581395348837,171.0,-87.0,343.0,0
1723967434,18.5632283,73.8331583,507.19999999999993,19.288372093023256,86,33.651162790697676,157.25581395348837,158.0,-88.0,331.0,0
1723967435,18.5632283,73.8331583,507.19999999999993,19.848235294117647,85,33.35294117647059,156.3294117647059,0.0,-37.0,173.0,0
1723967436,18.5632283,73.8331583,507.19999999999993,20.775581395348837,86,33.325581395348834,155.46511627906978,-6.0,-43.0,167.0,0
1723967437,18.5632283,73.8331583,507.19999999999993,20.604819277108433,83,32.433734939759034,149.9879518072289,0.0,-33.0,174.0,0
1723967438,18.5632283,73.8331583,507.19999999999993,19.87093023255814,86,33.44186046511628,156.5581395348837,0.0,-33.0,174.0,0
1723967439,18.5632283,73.8331583,507.19999999999993,19.569767441860463,86,33.45348837209303,156.88372093023256,0.0,-33.0,174.0,0
1723967440,18.5632283,73.8331583,507.19999999999993,20.439080459770114,87,33.689655172413794,155.77011494252875,0.0,-33.0,174.0,0
1723967441,18.5632283,73.8331583,507.19999999999993,20.666666666666668,87,33.689655172413794,155.77011494252875,0.0,-33.0,174.0,0
1723967442,18.5632283,73.8331583,507.19999999999993,20.445977011494254,87,33.689655172413794,155.77011494252875,0.0,-33.0,174.0,0
1723967443,18.5632283,73.8331583,507.19999999999993,20.404597701149427,87,33.689655172413794,155.77011494252875,0.0,-33.0,174.0,0
1723967444,18.5632283,73.8331583,507.19999999999993,21.064367816091952,87,33.689655172413794,155.77011494252875,0.0,-33.0,174.0,0
1723967445,18.5632283,73.8331583,507.19999999999993,20.972413793103446,87,33.58620689655172,154.66666666666666,0.0,-33.0,174.0,0
1723967446,18.5632283,73.8331583,507.19999999999993,20.586206896551722,87,33.58620689655172,154.66666666666666,0.0,-33.0,174.0,0
1723967447,18.5632283,73.8331583,507.19999999999993,20.48965517241379,87,33.58620689655172,154.66666666666666,0.0,-33.0,173.0,0
1723967448,18.5632283,73.8331583,507.19999999999993,20.469767441860466,86,33.23255813953488,152.6627906976744,0.0,-33.0,173.0,0
1723967449,18.5632283,73.8331583,507.19999999999993,20.691860465116278,86,34.0,155.1046511627907,0.0,-33.0,173.0,0
1723967450,18.5632283,73.8331583,507.19999999999993,20.717441860465115,86,34.0,155.1046511627907,0.0,-33.0,173.0,0
1723967451,18.5632289,73.8331583,507.19999999999993,20.775581395348837,86,34.68604651162791,157.74418604651163,0.0,-32.0,173.0,0
1723967452,18.5632291,73.8331583,507.19999999999993,20.75581395348837,86,34.68604651162791,157.74418604651163,0.0,-33.0,173.0,0
1723967453,18.5632293,73.8331582,507.19999999999993,21.024137931034485,87,34.35632183908046,156.4022988505747,0.0,-33.0,173.0,0
1723967454,18.563229,73.8331585,507.19999999999993,21.327272727272728,88,34.69318181818182,158.3409090909091,0.0,-33.0,173.0,0
1723967455,18.5632292,73.8331584,507.19999999999993,21.428409090909092,88,34.69318181818182,158.3409090909091,0.0,-33.0,173.0,0
1723967456,18.5632295,73.8331588,507.19999999999993,18.269318181818182,88,35.35227272727273,159.82954545454547,0.0,-33.0,173.0,0
1723967457,18.5632289,73.8331588,507.19999999999993,20.37191011235955,89,35.247191011235955,161.7078651685393,0.0,-33.0,173.0,0
1723967458,18.5632293,73.833159,507.19999999999993,20.307865168539326,89,35.04494382022472,162.07865168539325,0.0,-33.0,173.0,0
1723967459,18.5632287,73.8331587,507.19999999999993,20.552808988764045,89,35.04494382022472,162.07865168539325,0.0,-33.0,173.0,0
1723967460,18.5632285,73.8331584,507.19999999999993,20.797752808988765,89,35.04494382022472,162.07865168539325,0.0,-33.0,173.0,0
1723967461,18.5632284,73.8331583,507.19999999999993,20.987640449438203,89,34.79775280898876,162.3370786516854,0.0,-33.0,173.0,0
1723967462,18.5632283,73.8331583,507.19999999999993,21.29550561797753,89,34.79775280898876,162.3370786516854,0.0,-33.0,173.0,0
1723967463,18.5632283,73.8331583,507.19999999999993,21.29887640449438,89,34.79775280898876,162.34831460674158,0.0,-33.0,173.0,0
1723967464,18.5632283,73.8331583,507.19999999999993,21.20112359550562,89,34.79775280898876,162.35955056179776,0.0,-33.0,173.0,0
1723967465,18.5632283,73.8331583,507.19999999999993,21.15505617977528,89,34.359550561797754,160.8988764044944,0.0,-33.0,173.0,0
1723967466,18.5632283,73.8331583,507.19999999999993,21.005555555555556,90,34.022222222222226,161.9777777777778,0.0,-33.0,173.0,0
1723967467,18.5632283,73.8331583,507.19999999999993,20.783333333333335,90,33.611111111111114,160.32222222222222,0.0,-33.0,173.0,0
1723967468,18.5632283,73.8331583,507.19999999999993,20.754444444444445,90,33.611111111111114,160.32222222222222,0.0,-33.0,173.0,0
1723967469,18.5632283,73.8331583,507.19999999999993,21.156666666666666,90,33.611111111111114,160.32222222222222,0.0,-33.0,173.0,0
1723967470,18.5632283,73.8331583,507.19999999999993,21.143333333333334,90,33.3,158.61111111111111,0.0,-33.0,173.0,0
1723967471,18.5632283,73.8331583,507.19999999999993,21.17666666666667,90,33.3,158.61111111111111,0.0,-33.0,173.0,0
1723967472,18.5632283,73.8331583,507.19999999999993,21.00111111111111,90,33.3,158.61111111111111,0.0,-33.0,173.0,0
1723967473,18.5632283,73.8331583,507.19999999999993,21.195555555555554,90,33.3,158.6,0.0,-33.0,173.0,0
1723967474,18.5632283,73.8331583,507.19999999999993,21.12,90,33.08888888888889,158.5888888888889,0.0,-33.0,173.0,0
1723967475,18.5632283,73.8331583,507.19999999999993,21.065555555555555,90,33.08888888888889,158.5888888888889,0.0,-33.0,173.0,0
1723967476,18.5632428,73.8331739,509.29999999999995,20.77032967032967,91,32.934065934065934,159.9010989010989,0.0,-33.0,173.0,0
1723967477,18.5632468,73.8331807,509.5,20.794505494505493,91,32.8021978021978,158.86813186813185,0.0,-33.0,173.0,0
1723967478,18.5632468,73.833185,509.5,20.986813186813187,91,32.79120879120879,158.82417582417582,0.0,-33.0,173.0,0
1723967479,18.5632455,73.8331874,509.6,20.831521739130434,92,32.391304347826086,157.31521739130434,0.0,-33.0,173.0,0
1723967480,18.5632451,73.8331869,509.6,21.032608695652176,92,32.391304347826086,157.31521739130434,0.0,-33.0,173.0,0
1723967481,18.5632463,73.8331891,509.79999999999995,21.02282608695652,92,32.391304347826086,157.31521739130434,0.0,-33.0,173.0,0
1723967482,18.5632466,73.8331898,509.69999999999993,20.705434782608698,92,32.391304347826086,157.31521739130434,0.0,-33.0,174.0,0
1723967483,18.5632491,73.8331912,509.79999999999995,18.754347826086956,92,32.391304347826086,157.31521739130434,0.0,-33.0,174.0,0
1723967484,18.5632497,73.8331927,509.9,19.79891304347826,92,32.391304347826086,157.31521739130434,0.0,-33.0,173.0,0
1723967485,18.5632512,73.833192,509.9,20.39673913043478,92,32.391304347826086,157.31521739130434,0.0,-33.0,174.0,0
1723967486,18.5632527,73.8331918,510.19999999999993,20.726086956521737,92,32.391304347826086,157.31521739130434,0.0,-33.0,173.0,0
1723967487,18.5632544,73.8331905,509.9,20.604347826086954,92,32.391304347826086,157.31521739130434,0.0,-33.0,173.0,0
1723967488,18.5632548,73.8331901,509.9,20.597826086956523,92,32.391304347826086,157.31521739130434,0.0,-33.0,174.0,0
1723967489,18.563255,73.83319,509.9,20.661956521739132,92,32.391304347826086,157.31521739130434,0.0,-33.0,173.0,0
1723967490,18.563255,73.83319,509.9,20.56304347826087,92,32.391304347826086,157.30434782608697,0.0,-33.0,173.0,0
1723967491,18.563255,73.83319,509.9,20.65,92,32.391304347826086,157.29347826086956,0.0,-33.0,174.0,0
1723967492,18.563255,73.83319,509.9,20.569565217391304,92,32.40217391304348,157.30434782608697,0.0,-33.0,173.0,0
1723967493,18.563255,73.83319,509.9,20.66304347826087,92,32.41304347826087,157.30434782608697,0.0,-33.0,174.0,0
1723967494,18.563255,73.83319,509.9,20.78021978021978,91,32.7032967032967,157.43956043956044,0.0,-33.0,173.0,0
1723967495,18.563255,73.83319,509.9,20.71630434782609,92,32.40217391304348,157.30434782608697,0.0,-33.0,173.0,0
1723967496,18.563255,73.83319,509.9,20.653260869565216,92,32.41304347826087,157.30434782608697,0.0,-33.0,173.0,0
1723967497,18.563255,73.83319,509.9,20.968131868131866,91,33.43956043956044,159.75824175824175,0.0,-33.0,173.0,0
1723967498,18.563255,73.83319,509.9,21.27252747252747,91,33.43956043956044,159.75824175824175,0.0,-33.0,173.0,0
1723967499,18.563255,73.83319,509.9,21.35604395604396,91,33.43956043956044,159.75824175824175,0.0,-33.0,173.0,0
1723967500,18.563255,73.83319,509.9,21.42087912087912,91,34.08791208791209,162.24175824175825,0.0,-33.0,173.0,0
1723967501,18.563255,73.83319,509.9,21.373626373626372,91,34.08791208791209,162.24175824175825,0.0,-33.0,173.0,0
1723967502,18.563255,73.83319,509.9,21.752747252747252,91,34.72527472527472,163.6813186813187,0.0,-33.0,173.0,0
1723967503,18.563255,73.83319,509.9,21.751648351648353,91,34.72527472527472,163.7032967032967,0.0,-33.0,174.0,0
1723967504,18.563255,73.83319,509.9,21.801098901098904,91,34.72527472527472,163.7032967032967,0.0,-33.0,174.0,0
1723967505,18.563255,73.83319,509.9,21.845054945054947,91,34.72527472527472,163.72527472527472,0.0,-33.0,174.0,0
1723967506,18.563255,73.83319,509.9,21.826373626373627,91,34.527472527472526,164.1098901098901,0.0,-33.0,173.0,0
1723967507,18.563255,73.83319,509.9,21.89010989010989,91,34.527472527472526,164.1098901098901,0.0,-33.0,174.0,0
