timestamp,latitude,longitude,altitude,mean_snr,sat_count,mean_elevation,mean_azimuth,roll,pitch,yaw,is_inclined
1724394805,18.5632133,73.8332394,474.9,,0,,,8.0,-85.0,195.0,0
1724394804,18.563213,73.8332449,474.9,,0,,,,,,0
1724394806,18.5632064,73.833233,474.9,25.48076923076923,78,36.37179487179487,160.0897435897436,2.0,-85.0,189.0,0
1724394807,18.5632025,73.8332263,474.9,25.610256410256408,78,36.37179487179487,160.0897435897436,6.0,-85.0,192.0,0
1724394808,18.563199,73.8332237,474.9,25.416455696202533,79,35.46835443037975,161.21518987341773,6.0,-85.0,193.0,0
1724394809,18.5631985,73.8332204,474.79999999999995,25.05,80,35.0875,160.1125,4.0,-85.0,191.0,0
1724394810,18.5631908,73.8332143,474.79999999999995,25.426829268292682,82,34.80487804878049,161.3170731707317,0.0,-84.0,186.0,0
1724394811,18.563197,73.8332077,474.79999999999995,25.238095238095237,84,34.82142857142857,161.77380952380952,5.0,-85.0,192.0,0
1724394812,18.5632002,73.8332061,474.79999999999995,25.150000000000002,86,35.31395348837209,163.1860465116279,5.0,-85.0,192.0,0
1724394813,18.5632038,73.8332061,474.9,25.754651162790697,86,35.31395348837209,163.2093023255814,1.0,-84.0,188.0,0
1724394814,18.563213,73.8332021,474.79999999999995,25.366666666666667,87,35.2183908045977,162.10344827586206,3.0,-85.0,190.0,0
1724394815,18.563223,73.8332003,474.9,25.39310344827586,87,35.2183908045977,162.10344827586206,5.0,-84.0,191.0,0
1724394816,18.5632344,73.8331985,474.9,,0,,,4.0,-85.0,191.0,0
1724394817,18.5632379,73.8331975,474.9,25.200574712643675,174,34.89655172413793,162.32183908045977,4.0,-85.0,191.0,0
1724394818,18.5632359,73.8331882,474.9,25.304651162790694,86,34.53488372093023,158.6860465116279,4.0,-85.0,191.0,0
1724394819,18.5632349,73.8331794,474.9,25.154022988505748,87,34.51724137931034,160.183908045977,4.0,-85.0,191.0,0
1724394820,18.5632348,73.8331789,474.9,25.349425287356322,87,34.51724137931034,160.183908045977,5.0,-85.0,192.0,0
1724394821,18.563242,73.8331632,474.9,25.44712643678161,87,34.51724137931034,160.183908045977,9.0,-84.0,195.0,0
1724394822,18.5632487,73.8331592,474.9,25.830681818181816,88,34.40909090909091,159.4431818181818,8.0,-85.0,195.0,0
1724394823,18.5632568,73.8331586,474.9,25.530681818181815,88,34.40909090909091,159.4431818181818,4.0,-85.0,191.0,0
1724394824,18.5632623,73.8331655,474.9,25.272727272727273,88,34.40909090909091,159.4431818181818,6.0,-85.0,193.0,0
1724394825,18.5632647,73.8331721,474.9,25.013483146067415,89,34.662921348314605,159.01123595505618,5.0,-85.0,192.0,0
1724394826,18.563265,73.8331732,474.9,24.164044943820222,89,34.842696629213485,157.82022471910113,5.0,-85.0,192.0,0
1724394827,18.5632875,73.8332001,475.0,24.44157303370787,89,36.03370786516854,159.9438202247191,5.0,-84.0,192.0,0
1724394828,18.5632995,73.8332128,475.0,24.342222222222226,90,35.75555555555555,160.0888888888889,5.0,-85.0,192.0,0
1724394829,18.5633069,73.8332174,475.19999999999993,23.939999999999998,90,35.75555555555555,160.0888888888889,5.0,-85.0,192.0,0
1724394830,18.5633109,73.8332182,475.4,24.675555555555558,90,35.75555555555555,160.0888888888889,6.0,-85.0,193.0,0
1724394831,18.5633116,73.8332183,475.4,24.92888888888889,90,35.75555555555555,160.1,9.0,-85.0,196.0,0
1724394832,18.5633117,73.8332183,475.4,25.17,90,35.75555555555555,160.1,8.0,-85.0,194.0,0
1724394833,18.5633117,73.8332183,475.4,24.244444444444444,90,35.75555555555555,160.1,4.0,-85.0,190.0,0
1724394834,18.5633117,73.8332183,475.4,24.804444444444446,90,35.577777777777776,160.46666666666667,3.0,-84.0,190.0,0
