timestamp,latitude,longitude,altitude,mean_snr,sat_count,mean_elevation,roll,pitch,yaw,is_inclined
1725102129,18.56336,73.8332117,524.3,,0,,-2.0,-5.0,162.0,1
1725102130,18.5633615,73.8332118,524.0,23.465263157894736,95,32.694736842105264,-3.0,1.0,178.0,1
1725102131,18.5633616,73.8332118,523.4,18.25824175824176,91,33.64835164835165,0.0,0.0,173.0,1
1725102132,18.5633601,73.8332102,523.1999999999999,18.190217391304348,92,33.53260869565217,0.0,0.0,173.0,1
1725102133,18.5633629,73.83321,523.1,14.933695652173913,92,33.80434782608695,0.0,0.0,173.0,1
1725102134,18.5633675,73.83321,523.0,15.101086956521739,92,33.80434782608695,0.0,0.0,173.0,1
1725102135,18.563371,73.8332128,522.6999999999999,15.505434782608695,92,33.80434782608695,0.0,0.0,173.0,1
1725102136,18.5633716,73.8332132,522.6999999999999,16.17608695652174,92,33.80434782608695,0.0,0.0,173.0,1
1725102137,18.5633717,73.8332133,522.6999999999999,16.752747252747252,91,34.0989010989011,0.0,0.0,173.0,1
1725102138,18.5633717,73.8332133,522.6999999999999,17.286813186813188,91,34.0989010989011,0.0,0.0,173.0,1
1725102139,18.5633717,73.8332133,522.6999999999999,17.16813186813187,91,33.10989010989011,0.0,0.0,173.0,1
1725102140,18.5633717,73.8332133,522.6999999999999,17.163736263736265,91,33.10989010989011,0.0,0.0,173.0,1
1725102141,18.5633717,73.8332133,522.6999999999999,17.24285714285714,91,33.10989010989011,0.0,0.0,173.0,1
1725102142,18.5633717,73.8332133,522.6999999999999,17.185714285714287,91,33.10989010989011,0.0,0.0,173.0,1
1725102143,18.5633717,73.8332133,522.6999999999999,16.97142857142857,91,33.10989010989011,0.0,0.0,173.0,1
1725102144,18.5633717,73.8332133,522.6999999999999,16.973626373626374,91,33.10989010989011,0.0,0.0,173.0,1
1725102145,18.5633717,73.8332133,522.6999999999999,17.184615384615384,91,33.10989010989011,0.0,0.0,173.0,1
1725102146,18.5633717,73.8332133,522.6999999999999,17.352747252747253,91,33.10989010989011,0.0,0.0,173.0,1
1725102147,18.5633717,73.8332133,522.6999999999999,17.52747252747253,91,33.10989010989011,0.0,0.0,173.0,1
1725102148,18.5633717,73.8332133,522.6999999999999,17.762637362637363,91,33.10989010989011,0.0,0.0,173.0,1
1725102149,18.5633717,73.8332133,522.6999999999999,17.83076923076923,91,32.40659340659341,0.0,0.0,173.0,1
1725102150,18.5633717,73.8332133,522.6999999999999,17.931521739130435,92,32.43478260869565,0.0,0.0,173.0,1
1725102151,18.5633717,73.8332133,522.6999999999999,18.01195652173913,92,32.43478260869565,0.0,0.0,173.0,1
1725102152,18.5633717,73.8332133,522.6999999999999,17.98913043478261,92,32.43478260869565,0.0,0.0,173.0,1
1725102153,18.5633717,73.8332133,522.6999999999999,17.97826086956522,92,32.43478260869565,0.0,0.0,173.0,1
1725102154,18.5633717,73.8332133,522.6999999999999,18.069565217391304,92,32.43478260869565,0.0,0.0,173.0,1
1725102155,18.5633717,73.8332133,522.6999999999999,17.898913043478263,92,32.43478260869565,0.0,0.0,173.0,1
1725102156,18.5633717,73.8332133,522.6999999999999,17.830434782608698,92,32.43478260869565,0.0,0.0,173.0,1
1725102157,18.5633717,73.8332133,522.6999999999999,17.75108695652174,92,32.43478260869565,0.0,0.0,173.0,1
1725102158,18.5633717,73.8332133,522.6999999999999,17.880434782608695,92,32.31521739130435,0.0,0.0,173.0,1
1725102159,18.5633717,73.8332133,522.6999999999999,17.757608695652173,92,32.31521739130435,0.0,0.0,173.0,1
1725102160,18.5633717,73.8332133,522.6999999999999,17.782608695652176,92,32.31521739130435,0.0,0.0,173.0,1
1725102161,18.5633717,73.8332133,522.6999999999999,17.86521739130435,92,32.31521739130435,0.0,0.0,173.0,1
1725102162,18.5633717,73.8332133,522.6999999999999,17.98804347826087,92,33.03260869565217,0.0,0.0,173.0,1
1725102163,18.5633717,73.8332133,522.6999999999999,18.01195652173913,92,33.03260869565217,0.0,0.0,173.0,1
1725102164,18.5633717,73.8332133,522.6999999999999,18.453260869565216,92,33.03260869565217,0.0,0.0,174.0,1
1725102165,18.5633717,73.8332133,522.6999999999999,18.519565217391303,92,33.67391304347826,0.0,0.0,174.0,1
1725102166,18.5633717,73.8332133,522.6999999999999,18.53369565217391,92,33.67391304347826,0.0,0.0,174.0,1
1725102167,18.5633717,73.8332133,522.6999999999999,18.543478260869566,92,33.67391304347826,0.0,0.0,174.0,1
1725102168,18.5633717,73.8332133,522.6999999999999,16.297826086956523,92,34.30434782608695,0.0,0.0,174.0,1
1725102169,18.5633717,73.8332133,522.6999999999999,17.039130434782606,92,34.30434782608695,0.0,0.0,174.0,1
1725102170,18.5633717,73.8332133,522.6999999999999,17.61413043478261,92,34.30434782608695,0.0,0.0,174.0,1
1725102171,18.5633717,73.8332133,522.6999999999999,17.866304347826087,92,34.30434782608695,0.0,0.0,174.0,1
1725102172,18.5633717,73.8332133,522.6999999999999,17.81413043478261,92,34.108695652173914,0.0,0.0,174.0,1
1725102173,18.5633717,73.8332133,522.6999999999999,17.695698924731182,93,33.8494623655914,0.0,0.0,174.0,1
1725102174,18.5633717,73.8332133,522.6999999999999,17.63978494623656,93,33.61290322580645,0.0,0.0,174.0,1
1725102175,18.5633717,73.8332133,522.6999999999999,17.656989247311827,93,33.61290322580645,0.0,0.0,174.0,1
1725102176,18.5633717,73.8332133,522.6999999999999,18.11182795698925,93,33.61290322580645,0.0,0.0,174.0,1
1725102177,18.5633717,73.8332133,522.6999999999999,18.018279569892474,93,33.61290322580645,0.0,0.0,174.0,1
1725102178,18.5633717,73.8332133,522.6999999999999,18.112903225806452,93,33.193548387096776,0.0,0.0,174.0,1
1725102179,18.5633717,73.8332133,522.6999999999999,18.166666666666668,93,33.193548387096776,0.0,0.0,174.0,1
1725102180,18.563397,73.8332091,519.3,18.091397849462364,93,33.193548387096776,0.0,0.0,174.0,1
1725102181,18.563401,73.8332042,519.0,18.008602150537634,93,32.88172043010753,0.0,0.0,174.0,1
1725102182,18.5634029,73.8332034,518.8,18.03440860215054,93,32.88172043010753,0.0,0.0,174.0,1
1725102183,18.5634019,73.8332048,518.6,18.00215053763441,93,32.88172043010753,0.0,0.0,174.0,1
1725102184,18.5634017,73.833205,518.6,18.355913978494623,93,32.59139784946237,0.0,0.0,174.0,1
1725102185,18.5634017,73.833205,518.6,18.010752688172044,93,32.59139784946237,0.0,0.0,174.0,1
1725102186,18.5634017,73.833205,518.6,18.123655913978496,93,32.60215053763441,0.0,0.0,174.0,1
1725102187,18.5634017,73.833205,518.6,18.20537634408602,93,32.39784946236559,0.0,0.0,174.0,1
1725102188,18.5634017,73.833205,518.6,18.06451612903226,93,32.39784946236559,0.0,0.0,174.0,1
1725102189,18.5634017,73.833205,518.6,17.954838709677418,93,32.39784946236559,0.0,0.0,174.0,1
1725102190,18.5634017,73.833205,518.6,17.903225806451612,93,32.39784946236559,0.0,0.0,174.0,1
1725102191,18.5634017,73.833205,518.6,17.884946236559138,93,32.193548387096776,0.0,0.0,174.0,1
