timestamp,latitude,longitude,altitude,mean_snr,sat_count,mean_elevation,mean_azimuth,roll,pitch,yaw,is_inclined,source_file
1725101189,18.563385,73.8332067,509.4,16.092473118279568,93,32.516129032258064,150.6451612903226,179.0,1.0,178.0,1,angle_0
1725101190,18.563385,73.8332067,509.4,16.055913978494623,93,32.39784946236559,149.63440860215053,179.0,1.0,178.0,1,angle_0
1725101191,18.563385,73.8332067,509.4,15.517204301075267,93,32.39784946236559,149.63440860215053,179.0,1.0,178.0,1,angle_0
1725101192,18.563385,73.8332066667,509.4,15.53225806451613,93,32.39784946236559,149.63440860215053,179.0,1.0,178.0,1,angle_0
1725101193,18.563385,73.8332067,509.4,15.69247311827957,93,32.39784946236559,149.63440860215053,179.0,1.0,178.0,1,angle_0
1725101194,18.563385,73.8332067,509.4,15.708602150537637,93,32.39784946236559,149.63440860215053,179.0,1.0,178.0,1,angle_0
1725101195,18.563385,73.8332067,509.4,15.721505376344084,93,32.39784946236559,149.63440860215053,179.0,1.0,178.0,1,angle_0
1725101196,18.563385,73.8332066667,509.4,15.681720430107529,93,32.39784946236559,149.63440860215053,179.0,1.0,178.0,1,angle_0
1725101197,18.563385,73.8332067,509.4,15.750537634408602,93,32.39784946236559,149.63440860215053,179.0,1.0,178.0,1,angle_0
1725101198,18.563385,73.8332067,509.4,15.85268817204301,93,32.40860215053763,149.63440860215053,179.0,1.0,178.0,1,angle_0
1725101199,18.563385,73.8332067,509.4,15.889247311827958,93,32.39784946236559,149.63440860215053,179.0,1.0,178.0,1,angle_0
1725101200,18.563385,73.8332067,509.4,15.894623655913978,93,32.39784946236559,149.63440860215053,179.0,1.0,178.0,1,angle_0
1725101201,18.563385,73.8332067,509.4,15.897849462365592,93,32.39784946236559,149.6451612903226,179.0,1.0,178.0,1,angle_0
1725101202,18.563385,73.8332067,509.4,15.798924731182796,93,32.39784946236559,149.65591397849462,179.0,1.0,178.0,1,angle_0
1725101203,18.563385,73.8332067,509.4,15.776344086021506,93,32.39784946236559,149.56989247311827,179.0,1.0,178.0,1,angle_0
1725101204,18.563385,73.8332067,509.4,15.83763440860215,93,32.39784946236559,149.56989247311827,179.0,1.0,178.0,1,angle_0
1725101205,18.563385,73.8332067,509.4,15.912903225806453,93,32.39784946236559,149.48387096774192,179.0,1.0,178.0,1,angle_0
1725101206,18.563385,73.8332067,509.4,15.870967741935484,93,32.38709677419355,149.48387096774192,179.0,1.0,178.0,1,angle_0
1725101207,18.563385,73.8332067,509.4,15.77741935483871,93,33.096774193548384,151.74193548387098,179.0,1.0,178.0,1,angle_0
1725101208,18.563385,73.8332067,509.4,15.634408602150538,93,33.096774193548384,151.74193548387098,179.0,1.0,178.0,1,angle_0
1725101209,18.563385,73.8332067,509.4,15.889247311827958,93,33.075268817204304,151.76344086021504,179.0,1.0,178.0,1,angle_0
1725101210,18.563385,73.8332067,509.4,15.79462365591398,93,34.333333333333336,155.61290322580646,179.0,1.0,178.0,1,angle_0
1725101211,18.563385,73.8332067,509.4,16.043010752688172,93,34.333333333333336,155.61290322580646,179.0,1.0,178.0,1,angle_0
1725101212,18.563385,73.8332067,509.4,16.025806451612905,93,34.354838709677416,155.61290322580646,179.0,1.0,178.0,1,angle_0
1725101213,18.563385,73.8332067,509.4,15.983870967741936,93,34.376344086021504,155.63440860215053,179.0,1.0,178.0,1,angle_0
1725101214,18.563385,73.8332067,509.4,16.03548387096774,93,34.354838709677416,155.63440860215053,179.0,1.0,178.0,1,angle_0
1725101215,18.563385,73.8332067,509.4,16.07204301075269,93,34.354838709677416,155.63440860215053,179.0,1.0,178.0,1,angle_0
1725101216,18.563385,73.8332067,509.4,16.021505376344088,93,34.354838709677416,155.63440860215053,179.0,1.0,178.0,1,angle_0
1725101217,18.563385,73.8332067,509.4,15.919354838709678,93,34.16129032258065,155.98924731182797,179.0,1.0,178.0,1,angle_0
1725101218,18.563385,73.8332066667,509.4,16.092473118279568,93,34.16129032258065,155.98924731182797,179.0,1.0,178.0,1,angle_0
1725101219,18.563385,73.8332067,509.4,15.656989247311827,93,33.505376344086024,157.6451612903226,179.0,1.0,178.0,1,angle_0
1725101220,18.563385,73.8332067,509.4,15.746236559139788,93,33.505376344086024,157.6451612903226,179.0,1.0,178.0,1,angle_0
1725101221,18.563385,73.8332067,509.4,15.709677419354838,93,33.526881720430104,157.66666666666666,179.0,1.0,178.0,1,angle_0
1725101222,18.563385,73.8332067,509.4,15.894623655913978,93,33.516129032258064,157.65591397849462,179.0,1.0,178.0,1,angle_0
1725101223,18.563385,73.8332067,509.4,16.00215053763441,93,33.516129032258064,157.65591397849462,179.0,1.0,178.0,1,angle_0
1725101224,18.563385,73.8332067,509.4,16.107526881720432,93,33.516129032258064,157.65591397849462,179.0,1.0,178.0,1,angle_0
1725101225,18.563385,73.8332067,509.4,15.905376344086022,93,33.516129032258064,157.65591397849462,179.0,1.0,178.0,1,angle_0
1725101226,18.563385,73.8332067,509.4,15.95483870967742,93,33.204301075268816,155.06451612903226,179.0,1.0,178.0,1,angle_0
1725101227,18.563385,73.8332067,509.4,16.040860215053762,93,33.18279569892473,155.06451612903226,179.0,1.0,178.0,1,angle_0
1725101228,18.563385,73.8332067,509.4,15.975268817204302,93,32.89247311827957,151.91397849462365,179.0,1.0,178.0,1,angle_0
1725101229,18.563385,73.8332067,509.4,16.2247311827957,93,32.89247311827957,151.91397849462365,179.0,1.0,178.0,1,angle_0
1725101230,18.563385,73.8332067,509.4,16.28709677419355,93,32.913978494623656,151.95698924731184,179.0,1.0,178.0,1,angle_0
1725101231,18.563385,73.8332067,509.4,16.07741935483871,93,32.903225806451616,151.94623655913978,179.0,1.0,178.0,1,angle_0
1725101232,18.563385,73.8332067,509.4,16.091397849462364,93,32.903225806451616,151.94623655913978,179.0,1.0,178.0,1,angle_0
1725101233,18.563385,73.8332067,509.4,16.13225806451613,93,32.903225806451616,151.94623655913978,179.0,1.0,178.0,1,angle_0
1725101234,18.563385,73.8332067,509.4,16.09891304347826,92,33.119565217391305,152.09782608695653,179.0,1.0,178.0,1,angle_0
1725101235,18.563385,73.8332067,509.4,16.354347826086954,92,33.55434782608695,154.56521739130434,179.0,1.0,178.0,1,angle_0
1725101236,18.563385,73.8332067,509.4,16.4247311827957,93,33.333333333333336,154.38709677419354,179.0,1.0,178.0,1,angle_0
1725101237,18.563385,73.8332066667,509.4,16.206451612903226,93,33.645161290322584,155.13978494623657,179.0,1.0,178.0,1,angle_0
1725101238,18.563385,73.8332067,509.4,16.231182795698924,93,33.645161290322584,155.13978494623657,179.0,1.0,178.0,1,angle_0
1725101239,18.563385,73.8332067,509.4,16.155913978494624,93,33.645161290322584,155.13978494623657,179.0,1.0,178.0,1,angle_0
1725101240,18.563385,73.8332067,509.4,16.211827956989247,93,33.645161290322584,155.13978494623657,179.0,1.0,178.0,1,angle_0
1725101241,18.563385,73.8332067,509.4,16.210752688172043,93,33.645161290322584,155.13978494623657,179.0,1.0,178.0,1,angle_0
1725101242,18.563385,73.8332067,509.4,16.0752688172043,93,33.645161290322584,155.13978494623657,179.0,1.0,178.0,1,angle_0
1725101243,18.563385,73.8332067,509.4,16.029032258064518,93,33.645161290322584,155.13978494623657,179.0,1.0,178.0,1,angle_0
1725101244,18.563385,73.8332067,509.4,16.010752688172044,93,33.40860215053763,155.38709677419354,179.0,1.0,178.0,1,angle_0
1725101245,18.563385,73.8332067,509.4,16.134408602150536,93,33.41935483870968,155.38709677419354,179.0,1.0,178.0,1,angle_0
1725101246,18.563385,73.8332067,509.4,16.164516129032258,93,32.69892473118279,154.19354838709677,179.0,1.0,178.0,1,angle_0
1725101247,18.563385,73.8332067,509.4,16.1247311827957,93,32.69892473118279,154.19354838709677,179.0,1.0,178.0,1,angle_0
1725101248,18.563385,73.8332067,509.4,16.108602150537635,93,32.69892473118279,154.19354838709677,179.0,1.0,178.0,1,angle_0
1725101249,18.563385,73.8332067,509.4,16.325806451612902,93,32.69892473118279,154.19354838709677,179.0,1.0,178.0,1,angle_0
1725101250,18.563385,73.8332067,509.4,16.260215053763442,93,32.69892473118279,154.19354838709677,179.0,1.0,178.0,1,angle_0
1725101251,18.563385,73.8332067,509.4,16.513978494623654,93,32.69892473118279,154.19354838709677,179.0,1.0,178.0,1,angle_0
1725101252,18.563385,73.8332067,509.4,15.641935483870968,93,32.69892473118279,154.19354838709677,179.0,1.0,178.0,1,angle_0
1725101253,18.563385,73.8332067,509.4,13.614285714285716,91,32.83516483516483,156.3186813186813,179.0,1.0,178.0,1,angle_0
1725101254,18.563385,73.8332067,509.4,12.48111111111111,90,32.45555555555556,153.6888888888889,179.0,1.0,178.0,1,angle_0
1725101255,18.563385,73.8332067,509.4,11.653333333333332,90,32.45555555555556,153.6888888888889,179.0,1.0,178.0,1,angle_0
1725101256,18.563385,73.8332067,509.4,11.089887640449438,89,32.17977528089887,151.65168539325842,179.0,1.0,178.0,1,angle_0
1725101257,18.563385,73.8332067,509.4,11.01123595505618,89,32.17977528089887,151.6629213483146,179.0,1.0,178.0,1,angle_0
1725101258,18.563385,73.8332067,509.4,12.917977528089889,89,32.17977528089887,151.6629213483146,179.0,1.0,178.0,1,angle_0
1725101259,18.563385,73.8332067,509.4,14.02777777777778,90,32.03333333333333,150.7888888888889,179.0,1.0,178.0,1,angle_0
1725101260,18.563385,73.8332067,509.4,14.272527472527472,91,32.120879120879124,149.52747252747253,179.0,1.0,178.0,1,angle_0
1725101261,18.563385,73.8332067,509.4,14.497802197802198,91,32.42857142857143,150.6153846153846,179.0,1.0,178.0,1,angle_0
1725101262,18.563385,73.8332067,509.4,14.442857142857145,91,32.42857142857143,150.6153846153846,179.0,1.0,178.0,1,angle_0
1725101263,18.563385,73.8332067,509.4,14.78131868131868,91,32.42857142857143,150.6153846153846,179.0,1.0,178.0,1,angle_0
1725101264,18.563385,73.8332067,509.4,15.18913043478261,92,32.09782608695652,149.45652173913044,179.0,1.0,178.0,1,angle_0
1725101265,18.563385,73.8332067,509.4,15.531182795698928,93,31.892473118279568,148.68817204301075,179.0,1.0,178.0,1,angle_0
1725101266,18.563385,73.8332067,509.4,15.776344086021506,93,31.892473118279568,148.68817204301075,179.0,1.0,178.0,1,angle_0
1725101267,18.563385,73.8332067,509.4,16.016129032258064,93,31.881720430107528,148.67741935483872,179.0,1.0,178.0,1,angle_0
1725101268,18.563385,73.8332067,509.4,16.037634408602152,93,32.634408602150536,150.93548387096774,179.0,1.0,178.0,1,angle_0
1725101269,18.563385,73.8332067,509.4,15.99247311827957,93,32.645161290322584,150.94623655913978,179.0,1.0,178.0,1,angle_0
1725101270,18.563385,73.8332067,509.4,16.052688172043013,93,33.27956989247312,153.38709677419354,179.0,1.0,178.0,1,angle_0
1725101271,18.563385,73.8332067,509.4,15.905376344086022,93,33.27956989247312,153.38709677419354,179.0,1.0,178.0,1,angle_0
1725101272,18.563385,73.8332067,509.4,15.983870967741936,93,33.27956989247312,153.38709677419354,179.0,1.0,178.0,1,angle_0
1725101273,18.563385,73.8332067,509.4,15.847872340425532,94,32.93617021276596,153.82978723404256,179.0,1.0,178.0,1,angle_0
1725101274,18.563385,73.8332067,509.4,15.673404255319149,94,32.93617021276596,153.82978723404256,179.0,1.0,178.0,1,angle_0
1725101275,18.563385,73.8332067,509.4,15.763829787234044,94,33.51063829787234,155.24468085106383,179.0,1.0,178.0,1,angle_0
1725101276,18.563385,73.8332067,509.4,15.708510638297872,94,33.51063829787234,155.24468085106383,179.0,1.0,178.0,1,angle_0
1725101277,18.563385,73.8332067,509.4,15.822340425531914,94,33.51063829787234,155.24468085106383,179.0,1.0,178.0,1,angle_0
1725101278,18.563385,73.8332067,509.4,15.855319148936172,94,33.319148936170215,155.59574468085106,179.0,1.0,178.0,1,angle_0
1725101279,18.563385,73.8332067,509.4,15.658510638297871,94,33.08510638297872,155.8404255319149,179.0,1.0,178.0,1,angle_0
1725101280,18.563385,73.8332067,509.4,15.620212765957444,94,33.08510638297872,155.8404255319149,179.0,1.0,178.0,1,angle_0
1725101281,18.563385,73.8332067,509.4,15.702127659574469,94,33.09574468085106,155.82978723404256,179.0,1.0,178.0,1,angle_0
1725101282,18.563385,73.8332067,509.4,15.697872340425532,94,33.09574468085106,155.82978723404256,179.0,1.0,178.0,1,angle_0
1725101283,18.563385,73.8332067,509.4,15.680851063829786,94,33.09574468085106,155.82978723404256,179.0,1.0,178.0,1,angle_0
1725101284,18.563385,73.8332067,509.4,15.679787234042552,94,32.680851063829785,157.22340425531914,179.0,1.0,178.0,1,angle_0
1725101285,18.563385,73.8332067,509.4,15.675531914893616,94,32.680851063829785,157.22340425531914,179.0,1.0,178.0,1,angle_0
1725101286,18.563385,73.8332067,509.4,15.78936170212766,94,32.680851063829785,157.2127659574468,179.0,1.0,178.0,1,angle_0
1725101287,18.563385,73.8332066667,509.4,15.73404255319149,94,32.37234042553192,154.62765957446808,179.0,1.0,178.0,1,angle_0
1725101288,18.563385,73.8332067,509.4,15.772340425531914,94,32.37234042553192,154.62765957446808,179.0,1.0,178.0,1,angle_0
1725101289,18.563385,73.8332067,509.4,16.125531914893617,94,32.09574468085106,152.96808510638297,179.0,1.0,178.0,1,angle_0
1725101290,18.563385,73.8332067,509.4,16.131914893617022,94,32.09574468085106,152.96808510638297,179.0,1.0,178.0,1,angle_0
1725101291,18.563385,73.8332067,509.4,16.195744680851064,94,32.09574468085106,152.90425531914894,179.0,1.0,178.0,1,angle_0
1725101292,18.563385,73.8332067,509.4,16.23191489361702,94,32.1063829787234,152.89361702127658,179.0,1.0,178.0,1,angle_0
1725101293,18.563385,73.8332067,509.4,16.310526315789474,95,31.694736842105264,149.33684210526314,179.0,1.0,178.0,1,angle_0
1725101294,18.563385,73.8332067,509.4,16.262105263157896,95,31.694736842105264,149.33684210526314,179.0,1.0,178.0,1,angle_0
1725101295,18.563385,73.8332067,509.4,16.26105263157895,95,31.694736842105264,149.33684210526314,179.0,1.0,178.0,1,angle_0
1725101296,18.563385,73.8332067,509.4,16.185263157894735,95,31.48421052631579,149.34736842105264,179.0,1.0,178.0,1,angle_0
1725101297,18.563385,73.8332067,509.4,16.04736842105263,95,31.48421052631579,149.38947368421051,179.0,1.0,178.0,1,angle_0
1725101298,18.563385,73.8332067,509.4,16.35578947368421,95,31.36842105263158,148.4,179.0,1.0,178.0,1,angle_0
1725101299,18.563385,73.8332067,509.4,16.202105263157897,95,31.389473684210525,148.4,179.0,1.0,178.0,1,angle_0
1725101300,18.563385,73.8332067,509.4,16.217894736842105,95,31.389473684210525,148.4,179.0,1.0,178.0,1,angle_0
1725101301,18.563385,73.8332067,509.4,16.148421052631576,95,31.389473684210525,148.41052631578947,179.0,1.0,178.0,1,angle_0
1725101302,18.563385,73.8332067,509.4,16.105263157894736,95,31.389473684210525,148.41052631578947,179.0,1.0,178.0,1,angle_0
1725101303,18.563385,73.8332067,509.4,15.93157894736842,95,31.389473684210525,148.41052631578947,179.0,1.0,178.0,1,angle_0
1725101304,18.563385,73.8332067,509.4,15.92736842105263,95,31.389473684210525,148.41052631578947,179.0,1.0,178.0,1,angle_0
1725101305,18.563385,73.8332067,509.4,16.057894736842105,95,31.389473684210525,148.41052631578947,179.0,1.0,178.0,1,angle_0
1725101306,18.563385,73.8332067,509.4,16.073684210526316,95,31.389473684210525,148.41052631578947,179.0,1.0,178.0,1,angle_0
1725101307,18.563385,73.8332067,509.4,16.210526315789473,95,31.389473684210525,148.41052631578947,179.0,1.0,178.0,1,angle_0
1725101308,18.563385,73.8332067,509.4,16.08736842105263,95,31.389473684210525,148.43157894736842,179.0,1.0,178.0,1,angle_0
1725101309,18.563385,73.8332067,509.4,16.17684210526316,95,31.389473684210525,148.43157894736842,179.0,1.0,178.0,1,angle_0
1725101310,18.563385,73.8332067,509.4,16.097894736842104,95,31.389473684210525,148.44210526315788,179.0,1.0,178.0,1,angle_0
1725101311,18.563385,73.8332067,509.4,15.989473684210529,95,31.389473684210525,148.44210526315788,179.0,1.0,178.0,1,angle_0
1725101312,18.563385,73.8332067,509.4,16.02842105263158,95,31.389473684210525,148.44210526315788,179.0,1.0,178.0,1,angle_0
1725101313,18.563385,73.8332067,509.4,16.142105263157895,95,31.389473684210525,148.44210526315788,179.0,1.0,178.0,1,angle_0
1725101314,18.563385,73.8332067,509.4,16.25578947368421,95,31.389473684210525,148.42105263157896,179.0,1.0,178.0,1,angle_0
1725101315,18.563385,73.8332067,509.4,15.94,95,31.4,148.41052631578947,179.0,1.0,178.0,1,angle_0
1725101316,18.563385,73.8332067,509.4,15.874736842105262,95,31.37894736842105,148.38947368421051,179.0,1.0,178.0,1,angle_0
1725101317,18.563385,73.8332067,509.4,16.02,95,32.694736842105264,152.98947368421054,179.0,1.0,178.0,1,angle_0
1725101318,18.563385,73.8332067,509.4,15.751578947368422,95,32.694736842105264,152.98947368421054,179.0,1.0,178.0,1,angle_0
1725101319,18.563385,73.8332067,509.4,15.613684210526316,95,32.694736842105264,152.98947368421054,179.0,1.0,178.0,1,angle_0
1725101320,18.563385,73.8332067,509.4,15.86842105263158,95,33.305263157894736,154.3684210526316,179.0,1.0,178.0,1,angle_0
1725101321,18.563385,73.8332067,509.4,16.023157894736844,95,33.305263157894736,154.3684210526316,179.0,1.0,178.0,1,angle_0
1725101322,18.563385,73.8332067,509.4,15.94315789473684,95,33.305263157894736,154.3684210526316,179.0,1.0,178.0,1,angle_0
1725101323,18.563385,73.8332067,509.4,15.864210526315787,95,33.305263157894736,154.38947368421051,179.0,1.0,178.0,1,angle_0
1725101324,18.563385,73.8332067,509.4,15.86842105263158,95,33.305263157894736,154.38947368421051,179.0,1.0,178.0,1,angle_0
1725101325,18.563385,73.8332067,509.4,15.84,95,33.305263157894736,154.3684210526316,179.0,1.0,178.0,1,angle_0
1725101326,18.563385,73.8332067,509.4,15.954736842105264,95,32.88421052631579,154.9578947368421,179.0,1.0,178.0,1,angle_0
1725101327,18.563385,73.8332067,509.4,15.967368421052631,95,32.88421052631579,154.9578947368421,179.0,1.0,178.0,1,angle_0
1725101328,18.563385,73.8332067,509.4,16.123157894736842,95,32.88421052631579,154.9578947368421,179.0,1.0,178.0,1,angle_0
1725101329,18.563385,73.8332067,509.4,16.11157894736842,95,32.473684210526315,156.33684210526314,179.0,1.0,178.0,1,angle_0
1725101330,18.563385,73.8332067,509.4,16.162105263157894,95,32.473684210526315,156.33684210526314,179.0,1.0,178.0,1,angle_0
1725101331,18.563385,73.8332067,509.4,16.233684210526317,95,32.473684210526315,156.33684210526314,179.0,1.0,178.0,1,angle_0
1725101332,18.563385,73.8332067,509.4,15.95578947368421,95,32.473684210526315,156.33684210526314,179.0,1.0,178.0,1,angle_0
1725101333,18.563385,73.8332067,509.4,16.2,95,32.473684210526315,156.3578947368421,179.0,1.0,178.0,1,angle_0
1725101334,18.563385,73.8332067,509.4,16.14421052631579,95,32.473684210526315,156.3578947368421,179.0,1.0,178.0,1,angle_0
1725101335,18.563385,73.8332067,509.4,16.26421052631579,95,31.905263157894737,152.1578947368421,179.0,1.0,178.0,1,angle_0
1725101336,18.563385,73.8332067,509.4,16.28421052631579,95,31.905263157894737,152.1578947368421,179.0,1.0,178.0,1,angle_0
1725101337,18.563385,73.8332067,509.4,16.268421052631577,95,31.894736842105264,152.14736842105262,179.0,1.0,178.0,1,angle_0
1725101338,18.563385,73.8332067,509.4,16.091578947368422,95,32.38947368421053,151.6,179.0,1.0,178.0,1,angle_0
1725101339,18.563385,73.8332067,509.4,15.821052631578947,95,32.38947368421053,151.6,179.0,1.0,178.0,1,angle_0
1725101340,18.563385,73.8332067,509.4,15.853684210526314,95,32.38947368421053,151.6,179.0,1.0,178.0,1,angle_0
1725101341,18.563385,73.8332067,509.4,16.009473684210526,95,32.38947368421053,151.61052631578949,179.0,1.0,178.0,1,angle_0
1725101342,18.563385,73.8332067,509.4,16.04421052631579,95,32.4,151.6315789473684,179.0,1.0,178.0,1,angle_0
1725101343,18.563385,73.8332067,509.4,16.13157894736842,95,32.410526315789475,151.6421052631579,179.0,1.0,178.0,1,angle_0
1725101344,18.563385,73.8332067,509.4,16.03684210526316,95,33.32631578947368,154.42105263157896,179.0,1.0,178.0,1,angle_0
1725101345,18.563385,73.8332067,509.4,16.00526315789474,95,33.32631578947368,154.42105263157896,179.0,1.0,178.0,1,angle_0
1725101346,18.563385,73.8332067,509.4,15.992631578947368,95,33.32631578947368,154.42105263157896,179.0,1.0,178.0,1,angle_0
1725101347,18.563385,73.8332067,509.4,16.066315789473684,95,33.13684210526316,154.76842105263157,179.0,1.0,178.0,1,angle_0
1725101348,18.563385,73.8332067,509.4,16.06736842105263,95,33.13684210526316,154.76842105263157,179.0,1.0,178.0,1,angle_0
1725101349,18.563385,73.8332067,509.4,16.098947368421054,95,33.13684210526316,154.76842105263157,179.0,1.0,178.0,1,angle_0
1725101350,18.563385,73.8332067,509.4,15.94,95,33.13684210526316,154.76842105263157,179.0,1.0,178.0,1,angle_0
1725101351,18.563385,73.8332067,509.4,15.864210526315787,95,33.13684210526316,154.76842105263157,179.0,1.0,178.0,1,angle_0
1725101352,18.563385,73.8332067,509.4,15.977894736842106,95,33.126315789473686,154.74736842105264,179.0,1.0,178.0,1,angle_0
1725101353,18.563385,73.8332067,509.4,15.941052631578948,95,33.14736842105263,154.73684210526315,179.0,1.0,178.0,1,angle_0
1725101354,18.563385,73.8332067,509.4,15.859375,96,32.270833333333336,157.13541666666666,179.0,1.0,178.0,1,angle_0
1725101355,18.563385,73.8332067,509.4,15.8875,96,32.270833333333336,157.13541666666666,179.0,1.0,178.0,1,angle_0
1725101356,18.563385,73.8332067,509.4,16.00421052631579,95,32.21052631578947,153.81052631578947,179.0,1.0,178.0,1,angle_0
1725101357,18.563385,73.8332067,509.4,15.886315789473684,95,32.2,153.8,179.0,1.0,178.0,1,angle_0
1725101358,18.563385,73.8332067,509.4,15.748958333333334,96,31.95833333333333,154.57291666666666,179.0,1.0,178.0,1,angle_0
